company,currency,date_posted,description,emails,interval,is_remote,job_function,job_level,job_type,job_url,job_url_direct,listing_type,location,max_amount,min_amount,title
SR2 | Socially Responsible Recruitment | Certified B Corporation™,,1737763200000,"£80,000 - £100,000 | Lead Data Engineer | Full Time | Bristol | Azure/AWS/GCP | Databricks | Public Sector | Architecture

SR2 have partnered with a consultancy in based in the Brsitol who do a lot of work within the public sector. They have big plans across this year and are kicking these off with a Lead Data Engineer hire. I am looking for a Lead Level Data Engineer who has experience leading on Data Engineering projects on Azure/AWS/GCP projects. Some client site travel may be required depending on the project.
• No consultancy experience required*

Which of your skills will be used?
• Proven experience in a Leadership focused data engineering role.
• You must have hands on experience with AWS, GCP or Azure.
• Experience designing data architecture.
• Strong communication skills, with the ability to translate technical terminology to non-technical stakeholders.
• Strong Python skills for ETL development
• Databricks/Pyspark is highly desirable.
• Public sector experience is desirable.
• You must be SC clearable

Salary:

The salary on offer for this role is £80,000 - £100,000

What next?

There are interview spots booked across the next couple of weeks, so please contact Adam Townsend on 07478213563 or adam@sr2rec.co.uk to find out more information and to be considered.

£80,000 - £100,000 | Lead Data Engineer | Full Time | Bristol | Azure/AWS/GCP | Databricks | Public Sector | Architecture",adam@sr2rec.co.uk,,False,,,fulltime,https://uk.linkedin.com/jobs/view/lead-data-engineer-architect-at-sr2-socially-responsible-recruitment-certified-b-corporation%E2%84%A2-4132893862?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,,Bristol,,,Lead Data Engineer/Architect
Ventula Consulting,,1737763200000,"Leading eCommerce client are now searching for a Senior Data Engineer to play a pivotal role in delivering their new greenfield data platform.

This role will shape our client’s data function, delivering end to end data requirements and designing data pipelines/warehouses to ensure data is streamlined and enhances overall business success.

The role:
• Design, develop and test an array of data migration processes to streamline the conversation from existing system to a new Snowflake infrastructure.
• Manage the end-to-end data lifecycle, enabling the use of data to influence overall business decisions.
• Streamline our client’s data processes to ensure that customer journeys are personalised.
• Ensure the accuracy and reliability of data.
• Collaborate on business projects, advising on data and data structures.
• Assess the commercial potential of our client’s data and use this to influence decision-makers and business decisions.

Key Requirements:
• Extensive experience leading data strategies and database architecture decisions.
• Solid experience using AWS architecture to design cost effective and scalable cloud data solutions.
• Extensive experience with Python and DBT.
• Strong experience with Snowflake and Data Warehousing.
• Advanced SQL and Data Modelling skills.
• Strong experience developing data pipelines.
• Excellent communication skills with the ability to build and lead a multi-skilled team.

This role is offering a daily rate between £550-£650 per day Inside IR35 for an initial 9 months.

In terms of working structure, this is flexible with one day per week in our clients London office and the rest remote.",,,True,,,fulltime,https://uk.jooble.org/jdp/5533651059413031484?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,,London,,,Senior Data Engineer (AWS/Snowflake/dbt) - £650 Inside IR35 - London
Areti Group | B Corp™,,1737763200000,"Join Our Team of Data Engineers

We are seeking 4 exceptional Data Engineers to join our innovative team, which is reshaping the industry through a digital transformation driving real change.
Key Responsibilities:
• Proven experience as a Data Engineer.
• Proficiency in SQL with knowledge of data modelling concepts.
• Python skills.
Benefits and Perks:
• Flexible, fully remote working with occasional on-site visits covered, including travel, food, and accommodation expenses.
• Competitive salary up to £70k based on experience.
• Generous leave - 25 days paid leave + public holidays.
• Private medical insurance.
• Group life assurance.
• Dental & optical coverage.
• Enhanced maternity leave.
• Financial security - pension contributions.
• Employee assistance programme.
• Birthday day off.
• Continuous learning & development opportunities.
About Us:

Our company has strategic hubs in Bristol, Dorset, Southampton, and Somerset. We are committed to providing a supportive environment that allows our employees to grow and thrive.
What We Offer:

A competitive salary, generous benefits, and opportunities for growth and development make this a unique opportunity to join our team of Data Engineers.",,,True,,,fulltime,https://gb.bebee.com/job/8d670e734fdf8d40c44340586b7b4ea3?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,,Altrincham,,,Data Engineer
Insight Investment,,1737763200000,"Insight Investment is looking for an experienced Data Engineer to join our growing team building our strategic data platform as we look to adopt best-in-class data governance and democratize data around the business.
The successful candidate will play a pivotal role in shaping and executing our data strategy, leveraging our data assets to the full, elevating our decision-making, streamlining processes, and drive innovation within our organisation.

You will be part of the long-standing Data Platform team using Agile methods to deliver solutions on top of our cloud platform. Lead the design and implementation of a robust and scalable data platform using Azure Databricks and complementary tooling to meet the organisation's needs.
Contribute to and evolve the Insight Data Strategy, communicate outcomes at an executive through to team level Set the firm-wide standards and conventions for ingesting, governing, transforming, persisting, and democratising data.
Enable the adoption of advanced analytics & AI by configuring best-in-class tooling. Align technical designs with internal data, privacy, security and compliance policies.
Stay abreast of industry trends and emerging technologies related to Databricks and big data processing, recommending relevant advancements for consideration.

Stand by software engineering principles around quality and doing things the right way. Experience working in and with Agile teams performing iterative development.
Own mistakes and work with your colleagues to redress them, learn from them and make improvements for the long-term.

Insight is committed to being an inclusive employer and encourages applications from all suitably qualified applicants irrespective of background, circumstances, age, disability, gender identity, ethnicity, religion or belief, sexual orientation or other factors protected by federal, state and/or local laws. If you are a candidate with a disability, or are assisting a candidate with a disability, and require an accommodation to apply for one of our jobs, please email us at View email address on click.appcast.io Insight Investment Insight Investment is a leading asset manager focused on designing investment solutions to meet its clients' needs. Founded in 2002, Insight's collaborative approach has delivered both investment performance and growth in assets under management. Insight manages assets across its core liability-driven investment, risk management, full-spectrum fixed income, currency and absolute return capabilities.

Insight is a global network of operations in the UK, Ireland, Germany, US, Japan and Australia.",,,False,,,fulltime,https://uk.jooble.org/rjdp/-8176695184832712273?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,,Manchester,,,Senior Data Engineer : Big Data
Greggs,,1737763200000,"We have a fantastic opportunity to join the growing Data Platform team at Greggs as an Azure Data Platform Engineer. You will be part of the team responsible for ensuring high quality data is sourced and curated in our Azure cloud platform and to ensure that this is a foundation for growth for all data, analytic and AI services. This role will play a key part in our current next generation SAP project.

Your involvement will span the entire data lifecycle: from orchestrating data ingestion into our Azure Data Lake, designing and developing sophisticated data models for analytics, to deploying Azure Logic Apps and Function Apps for process automation. With tools like Databricks, Data Factory, Azure SQL Server, and Python you will help formulate a data driven platform and develop data pipelines that convert raw data into actionable insights in line with our strategy.

We can offer you:
• 25 days (5 weeks) annual leave, pro-rated, increasing with service (in addition to bank holidays), plus 1 additional floating day
• Management Bonus Scheme which is worth up to 10% of your salary
• Profit share: We want everyone to share in the success of the business, so we distribute 10% of our profits to all our employees who have at least 6-month service, or more, each year
• Private Medical Insurance which is free for you and subsidised for your dependants
• Permanent Health Insurance which is a replacement income scheme
• You will automatically join our Greggs pension scheme which is a fantastic way to save for your retirement and allows you to benefit from employer contributions and tax advantages
• Defined contribution management pension scheme
• Death in service benefit which provides a lump-sum payment equal to 4 times your year’s salary
• Colleague discount, up to 50% off our own-produced products
• Share save schemes that let you buy discounted Greggs shares, by saving a set amount of money over a fixed time, to have an even bigger share of our profits
• Career progression and learning and development
• Employee Assistance Programme; A free, confidential helpline, offering advice and support with financial, relationship, work-related and wellbeing issues, 24 hours a day, 365 days a year. Including a mobile app providing a range of wellness content on physical, mental, social, and financial wellbeing
• Perks and savings, such as digital gift card discounts, online cashback, in-store and online coupons and lifestyle offers
• Cycle to Work scheme
• A company who cares about our communities; the environment and being a better business! Click here to read about The Greggs Pledge
• Colleague Networks – internal groups where colleagues and their allies can share their own experiences, offer feedback on the way we do things at Greggs, and provide support to one another

About the role
• This is a full-time role, however flexibility in this will be considered
• We know that having a work-life balance is important, so we offer our colleagues as much flexibility as possible in line with the needs of their role
• The base location for this role is Newcastle Upon Tyne. Ideally, you'll live within one hour travel of this location

What you'll do
• Design and maintain robust ETL/ELT processes to integrate data from various sources into Azure data services
• Help to implement DataOps practices to streamline and automate the data lifecycle, ensuring faster delivery and higher quality of data products
• Design and manage CI/CD pipelines for data workflows to facilitate automated testing and deployment
• Ensure data quality, security, and compliance with industry standards and best practices
• Work closely with cross-functional teams, including data scientists, analysts, and business stakeholders, to understand and address their data needs
• Stay current with emerging trends and technologies in the Azure ecosystem, other technologies/methods, and data engineering, helping to drive continuous improvement within the team

About you

You will fit right into this role if you:
• Can demonstrate knowledge of cloud services, preferably the Databricks suite of products. Knowledge of Azure Data Lake, Azure Data Factory, Azure Logic Apps, Azure Function Apps would be advantageous
• Are able to work efficiently in a dynamic environment, with a focus on detail and accuracy and have a keenness to problem solve
• Hold a steadfast commitment to data security and ability to guide others in this area
• Are keen to understand the commercial drivers of the business and can build data solutions to drive growth

About Greggs

Here at Greggs, we love what we do, and we have fun! What makes Greggs so special is our culture – the way we are, the way we behave and the way we support each other. We're hard-working, but above all else we're family; and it doesn't matter who you are, where you're from or what your favourite bake is, we’d love you to join us! We want everyone to feel welcome at Greggs and our colleagues to be able to be themselves at work, whatever their background, preferences, or views.",,,False,,,fulltime,https://uk.linkedin.com/jobs/view/azure-data-engineer-at-greggs-4132865854?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,,Newcastle upon Tyne,,,Azure Data Engineer
Tenth Revolution Group,,1737763200000,"Data Engineer (AWS) - Sunderland - Hybrid - £60k - £70k

This is a great opportunity for an experienced data engineer with expertise in AWS to join an established company with continual growth year on year who are able to provide stability, L&D, and progression. The Data Engineer position will be a key role within the Data department. This role will report directly into the Lead Data Engineer, and will help build my clients data capability.

55k - £65k (depending on experience)

10% performance related bonus

Hybrid working (2 days in office, 3 from home)

27 days annual leave

Company contributory pension schemeRole & Responsibilities

Designing, building, and maintaining data pipelines to facilitate building data models that provide useful data and insights to key business stakeholders, external stakeholders and regulators

Working with Data Analysts in delivering an efficient data model to be used for analytics and reporting

Collaborating with immediate team and wider teams to support data queries and requests

Working with key business stakeholders and analysts to gather data requirements

Defining and documenting key logical and physical data models

Experience managing and building relationships with internal and external stakeholders

Experience in Cloud Technologies (AWS prefered, Azure or GCP)

Experience in ETL, Orchestrator tools like Airflow, AWS Glue etc.

Understand the concepts and principles of data modelling.

Experience in modern data warehouse technologies like redshift, databricks etc

In depth SQL knowledge.

Some of the tools / technologies we use are Python, git, dbt, Docker, SQL Server, AWS

I have limited slots for 1st stage interviews next week so if you're interest, get in touch ASAP with a copy of your most up to date CV and email me at or call me on (phone number removed).

Please Note: This is a permanent role for UK residents only. Some of our roles may be subject to successful background checks including a DBS and Credit Check.

Nigel Frank are the go-to recruiter for Power BI and Azure Data Platform roles in the UK, offering more opportunities across the country than any other. We're the proud sponsor and supporter of SQLBits, Power Platform World Tour, the London Power BI User Group, Newcastle Power BI User Group and Newcastle Data Platform and Cloud User Group.",,,False,,,fulltime,https://uk.jooble.org/rjdp/432568990877531352?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,,Sunderland,,,Data Engineers required ASAP
Correla,,1737676800000,"Discipline: Standard

Job type: Permanent

Job ref: 008207

Published: 9 days ago

Correla are looking for a Data Engineer to work as part of the Data Engineering team.

Salary: £57,000

About Us

In March 2021, Correla was created, as an independently owned business to bring in private investment to fuel innovation in the centre of the energy market and beyond.

Correla is derived from correlation, because we’re all about exploring and enhancing relationships between data, people, and processes. Our SaaS products and Managed Service solutions combine to power industry innovation, simplify an increasingly complex market, and deliver cost and operational efficiencies.

Our goal is to support industry transformation, to move to a net-zero future and to positively impact the end-consumer.

About The Role
• Build and optimize scalable ETL/ELT pipelines using Azure Data Factory, Azure Databricks, and Apache Spark
• Create and maintain Azure Data Lake solutions (ADLS2)
• Implement data models leveraging the Kimball methodology
• Monitor, troubleshoot, and optimise data pipelines and systems for performance and cost efficiency
• Work closely with stakeholders, including Data Scientists, Analysts, and Product Managers, to gather requirements and translate them into scalable data engineering solutions.

About You
• You will have hands-on experience with Azure Data Factory, Azure Databricks, Apache Spark, Azure Data Lake (ADLS2), and Microsoft Fabric workloads.
• You will be proficient in Python, PySpark, and SQL
• You will have a solid understanding of dimensional modeling
• You will have knowledge of security, compliance, and best practices
• You will have strong analytical and debugging skills
• You will have strong written and verbal communication skills

What We Offer
• Locate for your day
• Uncapped annual leave
• 6-12% Pension Contribution
• Private Healthcare
• 26 weeks’ full pay equal parent leave
• Wellbeing Services
• And more!

At Correla, we are committed to working towards being a more diverse and inclusive workplace where our people can truly be themselves. We recognise the benefits of having talented people from a range of backgrounds and cultures who bring different perspectives, life experiences and diversity of thinking.

Our aim is to attract and retain the very best diverse talent to help create an exciting, innovative, and successful business that enables us to deliver an exceptional experience for our customers. We would therefore like to encourage applications from people with varied skillsets and experience and from different backgrounds and sectors to help shape our future.

Correla is an Equal Opportunities Employer. We believe in equality of opportunity regardless of race or racial group, ancestry, place of origin, ethnicity, sex, sexual orientation, gender identity, gender expression, gender re-assignment, age, record of offences, marital/civil partnership status, family status, pregnancy, maternity and paternity, religion/belief or disability.    We promise that your opportunity for employment with us depends solely on your qualifications and relevant experience.",,,False,,,fulltime,https://uk.linkedin.com/jobs/view/data-engineer-at-correla-4132534266?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,,Solihull,,,Data Engineer
Stanford Black Limited,,1737676800000,"Our client, a leading technology-driven quantitative trading firm, is seeking a Senior Software Engineer to design, develop, and optimise high-performance systems. This role focuses on creating scalable, low-latency solutions for demanding real-time environments.

The Role

This is an opportunity to work on cutting-edge systems, collaborating with cross-functional teams to deliver robust and efficient solutions. The successful candidate will lead technical discussions, mentor team members, and contribute to the continuous evolution of the software architecture.

Key Responsibilities
• System Development : Develop and maintain modern C++ applications optimised for performance and scalability.
• Collaboration : Partner with hardware engineers, DevOps specialists, and other software engineers to deliver integrated solutions that meet business needs.
• Optimisation : Implement advanced profiling and performance tuning to achieve low-latency, high-throughput system performance.
• Leadership : Participate in architectural planning and guide the team toward technical excellence.
• Mentorship : Support and mentor junior team members in best practices and advanced techniques.

Your Profile
• C++ Expertise : Proven experience in modern C++ (C++11/14/17/20) development, particularly for Linux-based, performance-critical applications.
• Architecture Knowledge : Strong background in system architecture for real-time environments.
• Optimization Skills : Advanced understanding of low-latency techniques, debugging, and performance analysis tools.
• Collaborative Mindset : Strong communication skills with experience working in cross-functional teams.
• Leadership Ability : Experience mentoring and driving excellence within development teams.
• Desirable : Familiarity with financial systems or trading platforms.",,,False,,,fulltime,https://www.itjobswatch.co.uk/jv/Stanford-Black-Limited/Senior-Market-Data-Engineer-CPlusPlus-Low-Latency-Systems-Hiring-Immediately-Job-London-UK-3h0z1j?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,,London,,,Senior Market Data Engineer (C++) - Low Latency Systems (Hiring Immediately)
Anglian Water,,1737676800000,"Who are we?

Here within the @one Alliance we are a totally collaborative organisation made up of our eight partner companies (Anglian Water, Balfour Beatty, Barhale, Binnies, MMB, MWH Treatment, Skanska and SWECO) and our extended supply chain, delivering over half of Anglian Water's capital investment programme.

We are gearing up for our most exciting and challenging Asset Management Period yet, known as AMP8, this will see us deliver a programme of work larger than we've ever delivered before. We'll be embarking on a new kind of project delivery focusing on nature-based solutions like wetlands and urban drainage schemes.

We are driving change, empowering us to set global benchmarks and build a better environment, with the opportunity to offer enhanced growth and development to our workforce. We're looking to build on our existing teams with an environment built for career progression.

With a variety of challenging and complex projects, it is essential we present and support the most innovative and pro-active digital solutions possible, providing an industry-leading end-to-end digital facility across the @one Alliance. To that end we are seeking a Digital Data Engineer to join our team to help us achieve success!

What will you be doing as our new Digital Data Engineer?

You will play a key role in managing the data requirements for the @one alliance as part of our Alliance Digital Team. You will ensure the Alliance's data exploration's data needs are met by acquiring data from various sources, variable engineering and using data science techniques to add value to the process. Working alongside our suppliers Autodesk, Microsoft, ESRI as well as world class academic institutions you will have an opportunity to make a real difference supporting the capability that delivers hundreds of projects across the region for years to come.

Sound exciting? Then read on:

Key responsibilities:

Digital Implementation:
• Contribute to the successful implementation of new digital platforms and new functionality within existing systems.
• Ensure the outputs of models are made available in the Azure data lake and assist with industrialising the outputs in the data warehouse.
• Manage and administrate our existing APIs to pull and push data between our various platforms and ensuring alignment.
• Create/contribute to case studies for successful trials and implementations.
• Working with other members of the digital team and appropriate stakeholders you will assist in the linking of platforms to ensure that manual intervention is kept to a minimum and data integrity is maximised.

Platform Support:

Our platforms are utilised by a diverse user base including @one, partners, supply chain and AW. As you become an expert in the alliances digital platform you will be expected to:
• Offer end user support.
• Manage calls to the providers Service desks where applicable.
• Assist superusers/platform champions in making sure that everyone is kept up to date in changes to platform functionality, considering the roadmaps created by platform leads.
• Deliver periodic and ad hoc refresher training as the need arises.

Process Improvement
• Become an expert in the alliance's digital platforms you will be best placed, working with the department/function, to look at how business processes can be altered to work in harmony with the system's functionality.
• You will learn to and then implement process changes driven by this functionality, obtaining buy in from users and showing them how it works whilst ensuring that any runbooks are kept up to date.

A little bit about your skills, experience and behaviours....

To be considered for this position, ideally you have exposure/experience in Implementation, particularly in SaaS products and experience in the management and support of business systems. You will come from an environment where exploitation of software solutions to improve business efficiency is key. Although experience in a specific industry is not essential Water Industry experience will be a distinct advantage.

More importantly is your willingness to learn systems and config, and interest in the project life cycle. You'll use your technical, commercial and customer facing skills to grow in this position, and your willingness to support end users will ensure you are the go-to person for support. Your positive team working attitude and good communication skills and focus on process improvement will ensure you stand out in a crowd!

If this position excites you and most importantly you have the aptitude to make a difference apply today!

Our vision

A collaborative alliance, driving change. Empowering us to set global benchmarks and building a better environment for our customers. We strive to:

Empower our people; Delight our Customers; Embrace digital transformation; Deliver brilliance.

Our Values

To bring environmental and social prosperity to the region we serve through our commitment to Love Every Drop we:

Build trust; Do the right thing; Are always exploring

The Anglian Water @one Alliance. Eight partners, endless opportunities.

Location: Hybrid, Peterborough",,,False,,,fulltime,https://www.breakroom.cc/en-gb/jobs/listing/75706078-anglian-water-group-digital-data-engineer-peterborough?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,,Peterborough,,,Digital Data Engineer
VBeyond Corporation,,1737676800000,"Job Description:

As a Data Engineer with Iceberg experience, you will play a crucial role in the design, development, and maintenance of our data infrastructure. Your work will empower data-driven decision-making and contribute to the success of our data-driven initiatives.

Key Responsibilities:
• Data Integration: Develop and maintain data pipelines to extract, transform, and load (ETL) data from various sources into AWS data stores for both batch and streaming data ingestion.
• AWS Expertise: Utilize your expertise in AWS services such as Amazon EMR , S3, AWS Glue, Amazon Redshift, AWS Lambda, and more to build and optimize data solutions.
• Data Modeling: Design and implement data models to support analytical and reporting needs, ensuring data accuracy and performance.
• Data Quality: Implement data quality and data governance best practices to maintain data integrity.
• Performance Optimization: Identify and resolve performance bottlenecks in data pipelines and storage solutions to ensure optimal performance.
• Documentation: Create and maintain comprehensive documentation for data pipelines, architecture, and best practices.
• Collaboration: Collaborate with cross-functional teams, including data scientists and analysts, to understand data requirements and deliver high-quality data solutions.
• Automation: Implement automation processes and best practices to streamline data workflows and reduce manual interventions.
• Experience working with bigdata ACID file formats to build delta lake, particularly with Iceberg file formats and loading methods of Iceberg.
• Good knowledge on Iceberg functionalities to use the delta features to identify the changed records, optimization and housekeeping on Iceberg tables in the data lake.

Must have: AWS, ETL, EMR, GLUE, Spark/Scala, Java, Python,

Good to have: Cloudera – Spark, Hive, Impala, HDFS, Informatica PowerCenter, Informatica DQ/DG, Snowflake Erwin",,,False,,,fulltime,https://uk.jooble.org/jdp/8909548066774140659?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,,Milton Keynes,,,Data Engineer (Hiring Immediately)
NBCUniversal,,1737676800000,"Company Description

We create world-class content, which we distribute across our portfolio of film, television, and streaming, and bring to life through our theme parks and consumer experiences. We own and operate leading entertainment and news brands, including NBC, NBC News, MSNBC, CNBC, NBC Sports, Telemundo, NBC Local Stations, Bravo, USA Network, and Peacock, our premium ad-supported streaming service. We produce and distribute premier filmed entertainment and programming through Universal Filmed Entertainment Group and Universal Studio Group, and have world-renowned theme parks and attractions through Universal Destinations & Experiences. NBCUniversal is a subsidiary of Comcast Corporation.

As a company uniquely positioned to educate, entertain and empower through our platforms, Comcast NBCUniversal stands for including everyone. Our Diversity, Equity and Inclusion initiatives, coupled with our Corporate Social Responsibility work, is informed by our employees, audiences, park guests and the communities in which we live. We strive to foster a diverse, equitable and inclusive culture where our employees feel supported, embraced and heard. Together, we’ll continue to create and deliver content that reflects the current and ever-changing face of the world.

Job Description

Our Direct-to-Consumer (DTC) portfolio is a powerhouse collection of consumer-first brands, supported by media industry leaders, Comcast, NBCUniversal and Sky. When you join our team, you’ll work across our dynamic portfolio including Peacock, NOW, Fandango, SkyShowtime, Showmax, and TV Everywhere, powering streaming across more than 70 countries globally. And the evolution doesn’t stop there. With unequalled scale, our teams make the most out of every opportunity to collaborate and learn from one another. We’re always looking for ways to innovate faster, accelerate our growth and consistently offer the very best in consumer experience. But most of all, we’re backed by a culture of respect. We embrace authenticity and inspire people to thrive.

As part of the Direct-to-Consumer Decision Sciences team, the Lead Data Engineer will be responsible for creating a connected data ecosystem that unleashes the power of our streaming data. We gather data from across all customer/prospect journeys in near real-time, to allow fast feedback loops across territories; combined with our strategic data platform, this data ecosystem is at the core of being able to make intelligent customer and business decisions.

In this role, the Data Engineer will share responsibilities in the development and maintenance of optimized and highly available data pipelines that facilitate deeper analysis and reporting by the business, as well as support ongoing operations related to the Direct-to-Consumer data ecosystem.

Responsibilities Include, But Are Not Limited To
• Develop and maintain batch and streaming data pipelines according to business and technical requirements.
• Deliver observable, reliable and secure software, embracing “you build it you run it” mentality, and focus on automation.
• Continually work on improving the codebase and have active participation in all aspects of the team, including agile ceremonies.
• Take an active role in story definition, assisting business stakeholders with acceptance criteria.
• Work with Principal Engineers and Architects to share and contribute to the broader technical vision.
• Practice and champion best practices, striving towards excellence and raising the bar within the department.
• Operationalize data processing systems (DevOps) and system observability (SRE)

Qualifications
• 1+ years relevant experience in Data Engineering
• Experience of near Real Time & Batch Data Pipeline development in a similar Big Data Engineering role.
• Programming skills with an OOP language (e.g., Java, Python)
• Proficient with SQL
• Experience working in a cloud environment such as Google Cloud Platform or AWS
• Hands on programming experience of the following (or similar) technologies:
• Kubernetes, Docker
• Apache Beam, Apache Flink, Apache Spark
• Google BigQuery, Snowflake
• Google BigTable
• Google Pub/Sub, Kafka
• Apache Airflow
• Experience implementing observability around data pipelines using SRE best practices.
• Experience in processing structured and unstructured data into a form suitable for analysis and reporting with integration with a variety of data metric providers ranging from advertising, web analytics, and consumer devices.
• Bachelors’ degree with a specialization in Computer Science, Engineering, Physics, other quantitative field or equivalent industry experience.

Desired Characteristics
• Strong Test-Driven Development background, with understanding of levels of testing required to continuously deliver value to production.
• Experience with large-scale video assets
• Ability to work effectively across functions, disciplines, and levels
• Team-oriented and collaborative approach with a demonstrated aptitude, enthusiasm and willingness to learn new methods, tools, practices and skills
• Ability to recognize discordant views and take part in constructive dialogue to resolve them
• Pride and ownership in your work and confident representation of your team to other parts of

Additional Information

As part of our selection process, external candidates may be required to attend an in-person interview with an NBCUniversal employee at one of our locations prior to a hiring decision. NBCUniversal's policy is to provide equal employment opportunities to all applicants and employees without regard to race, color, religion, creed, gender, gender identity or expression, age, national origin or ancestry, citizenship, disability, sexual orientation, marital status, pregnancy, veteran status, membership in the uniformed services, genetic information, or any other basis protected by applicable law.

If you are a qualified individual with a disability or a disabled veteran and require support throughout the application and/or recruitment process as a result of your disability, you have the right to request a reasonable accommodation. You can submit your request to AccessibilitySupport@nbcuni.com.",AccessibilitySupport@nbcuni.com,,False,,,fulltime,https://uk.linkedin.com/jobs/view/data-engineer-at-nbcuniversal-4133593893?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,,Brentford,,,Data Engineer
Nigel Frank,,1737676800000,"ML / AI Engineer - £60,000 - Remote

Company Overview:

Our client is a Microsoft-partnered consultancy that excels in delivering exceptional data and AI solutions to a diverse array of clients. Their expertise includes advanced data analytics, artificial intelligence, and custom finance solutions, ensuring tailored support for each unique business need. Recognising the importance of work-life balance, the company fosters a culture that values employee well-being, significantly boosting morale and productivity. Consequently, the role is designed to be almost entirely remote, offering flexibility and a supportive work environment.

Client has large plans to massively grow out their Data & AI team, and with VC backing the sky is the limit!

Role Overview:

The client is looking for a talented Data / ML engineer to come in as a consultant to work on a large variety of projects across multiple industries. The role will utilise all the latest AI tech including Gen-AI, ML and Open AI.

As a consultant you will be working directly with clients to understand business needs and implement industry best AI solutions accordingly.

Requirements:
• Strong Python experience, particularly for AI/ML use
• Experience with cloud technology, Azure preferred
• Data Science, Machine Learning and AI tech experience

Benefits:
• 10% Bonus
• Remote Working
• 25 Days Annual Leave + Bank Holidays
• Annual Salary Review
• + Much more

This is an unmissable chance to hone your skills and grow your career working for a top Microsoft partner, interviews are already underway so don't miss your chance. Apply Now!

Contact - j.shaw-bollands@tenthrevolution.com // 01913386641

ML, Machine Learning, AI, Artificial Intelligence, Data Science, Azure, ADF, Data Engineer, Azure Data Factory, Data Consultant, Consultancy, Microsoft, API, D365, Data Architect, Pre-Sales, Consultant",j.shaw-bollands@tenthrevolution.com,,True,,,fulltime,https://www.nigelfrank.com/job/a0M1i00000X3juA.17_1737736322/ml---ai-engineer-python-gbp60000-remote?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,,Bristol,,,"ML / AI Engineer - Python - GBP60,000 - Remote"
Future Talent Group,,1737676800000,"Senior Ruby Engineer - (SaaS / Tech4Good / GIS Data) - Remote-First Team

Salary: £80,000 - £85,000

Location: Remote, with team meet-ups in the UK several times per year

Industry: GIS Data and PropTech

Would you like to join a growing scale-up that is not only disrupting an entire industry in a positive way but also creating real benefits for its platform users? You’ll work alongside leading specialists in GIS data, Data Engineering, and SaaS to build cutting-edge solutions.

Responsibilities:
• Develop and maintain robust, scalable, and secure Ruby-based applications.
• Build APIs and integrations to power our platform and deliver seamless user experiences.
• Collaborate with cross-functional teams, including Product, Design, and DevOps, to ship features quickly and efficiently.
• Write clean, maintainable, and testable code following best practices and coding standards.

Technical Skills:
• Proven expertise as a Ruby/Ruby on Rails developer in a fast-paced environment.
• Strong understanding of RESTful APIs, database design, and system architecture.
• Experience working as part of an agile team, utilising TDD and DevOps practices.
• Proficiency in modern development tools and practices (e.g., Git, CI/CD pipelines).
• Knowledge of front-end technologies (e.g., JavaScript, HTML, CSS) is a plus.
• Familiarity with cloud platforms, ideally AWS.

If this opportunity excites you, please apply or feel free to reach out directly at scott@futuretalent.io",scott@futuretalent.io,,True,,,fulltime,https://uk.linkedin.com/jobs/view/senior-ruby-engineer-saas-tech4good-gis-data-remote-first-team%C2%A0-at-future-talent-group-4133366858?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,,Bristol,,,Senior Ruby Engineer - (SaaS / Tech4Good / GIS Data) - Remote-First Team
